title , salary , position , working_life , education , company_name , company_type , financing_info , staff_numbers , recruiter_name , recruiter_job 
嵌入式工程师（工作地点：天津）,10k-13k,天津 和平区 西康路沿线,经验不限,本科,小米生态链,电子商务,C轮,1000-9999人,高女士,人力资源经理
嵌入式,10k-15k,深圳 福田区 黄木岗,3-5年,本科,控王科技,智能硬件,未融资,20-99人,高先生,招聘者
资深嵌入式软件工程师,12k-24k,常州  ,3-5年,本科,万帮新能源,互联网,A轮,1000-9999人,杨女士,HRBP
嵌入式研发工程师,10k-20k,杭州 滨江区 浦沿,3-5年,本科,新奥集团,互联网,已上市,10000人以上,刘女士,人力专员
嵌入式工程师,10k-15k,北京 海淀区 五道口,经验不限,本科,纳恩博,智能硬件,C轮,1000-9999人,张女士,Hr
嵌入式软件工程师,7k-12k,厦门  ,3-5年,大专,松霖科技,智能硬件,未融资,1000-9999人,熊女士,HR
嵌入式,7k-12k,金华  ,应届生,学历不限,一七久科技,智能硬件,暂无信息,0-20人,吴先生,招聘者
嵌入式,9k-14k,长沙 岳麓区 麓谷,经验不限,学历不限,幻音电子,电子/半导体/集成电路,未融资,100-499人,郭先生,CEO
嵌入式,5k-10k,北京 朝阳区 望京,经验不限,本科,乐博益思(北京)贸易,在线教育,未融资,0-20人,谢女士,总经理
嵌入式软件工程师,12k-24k,深圳 南山区 科技园,经验不限,本科,TP-LINK,通信/网络设备,不需要融资,1000-9999人,涂女士,HR
嵌入式工程师,15k-24k,上海 闵行区 老闵行,3-5年,本科,哈曼智联科技有限公司,计算机软件,不需要融资,500-999人,胡女士,招聘者
嵌入式软件工程师,8k-12k,广州  ,1-3年,本科,宝乐软件,互联网,A轮,1000-9999人,刘女士,HR
嵌入式软件开发,22k-30k,成都  ,3-5年,硕士,华为,计算机软件,不需要融资,10000人以上,胡先生,高级工程师
嵌入式软件工程师,10k-15k,广州 白云区 同德,1-3年,本科,通达电气,汽车生产,已上市,1000-9999人,黄女士,人事
嵌入式,10k-20k,北京  ,3-5年,本科,海纳川航盛,汽车生产,未融资,100-499人,侯先生,人事经理
嵌入式软件工程师,10k-15k,北京 石景山区 苹果园,3-5年,大专,超思电子,医疗健康,不需要融资,500-999人,刘女士,人事行政
MCU嵌入式软件工程师,8k-15k,惠州 惠城区 ,5-10年,本科,德赛西威,汽车零部件,已上市,1000-9999人,黄先生,研发经理
嵌入式工程师,6k-12k,宁波  ,1-3年,本科,浙江智轩科技,智能硬件,A轮,100-499人,齐先生,总经理
嵌入式软件,7k-12k,上海 浦东新区 张江,经验不限,本科,维霖通,电子/半导体/集成电路,不需要融资,20-99人,杨先生,技术经理
嵌入式开发,10k-15k,合肥  ,5-10年,大专,瑞纳集团,仪器仪表/工业自动化,未融资,100-499人,陈先生,招聘者
嵌入式软件工程师,5k-10k,石家庄  ,1年以内,本科,科林,通信/网络设备,未融资,20-99人,郭女士,内勤助理销售
嵌入式测试工程师,12k-18k,深圳  ,3-5年,本科,云丁科技,智能硬件,D轮及以上,500-999人,庄女士,HRBP
